Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDU59,2517.01402734,OUT035
FDU28,2974.55847052,OUT035
NCP30,670.234107514,OUT046
FDB39,825.25381877,OUT018
FDE41,1431.26406368,OUT013
DRH11,155.479077762,OUT010
FDA58,3785.91961049,OUT045
FDU50,1927.63056265,OUT046
FDM34,2001.35906567,OUT013
FDM44,2618.55510969,OUT027
FDR39,3285.72698109,OUT045
FDM25,3143.45734579,OUT045
FDQ49,2474.76340709,OUT049
DRH25,807.973275412,OUT018
FDM09,4160.23432693,OUT027
FDL44,356.974345149,OUT019
NCR42,531.921423798,OUT018
DRL59,929.348566441,OUT046
FDX43,2401.94477276,OUT013
DRK47,580.714635389,OUT010
FDU48,1817.80362756,OUT018
FDY12,729.180794592,OUT045
NCN43,1826.35371524,OUT018
NCM55,3277.15674162,OUT018
FDQ21,3165.69403114,OUT027
FDX13,4334.63729633,OUT035
NCK30,6149.90996653,OUT027
FDG20,2810.54250952,OUT049
DRG27,656.560062249,OUT017
FDY14,3500.56317552,OUT018
FDP59,1809.11434083,OUT035
FDU60,2545.77675086,OUT017
NCC18,422.552603431,OUT019
DRJ39,4150.3496928,OUT017
FDS07,1924.14353299,OUT049
FDM08,5483.66862637,OUT027
FDP51,1877.32815803,OUT045
FDU16,1298.97535074,OUT035
FDH12,1649.13992818,OUT013
DRE48,489.598560407,OUT010
NCL42,6149.77193526,OUT027
FDR21,2800.73481097,OUT045
NCW29,2181.68453472,OUT035
FDO11,4034.08066018,OUT013
NCM31,2242.67781137,OUT049
FDV35,353.58669473,OUT019
FDF58,950.247629942,OUT017
NCE43,2685.63687966,OUT049
FDA02,2601.39429138,OUT035
DRL37,104.187824192,OUT010
FDR24,1263.8193605,OUT018
FDW59,1241.2939279,OUT049
FDS22,679.692740169,OUT049
FDW24,726.793161023,OUT017
FDU24,1473.71796353,OUT035
FDA21,5279.06987062,OUT027
FDH58,3148.8434329,OUT027
FDW36,1447.71258537,OUT018
FDI45,4204.73379528,OUT027
FDU01,2811.81711949,OUT018
FDF35,2633.05842729,OUT027
FDU43,581.468750105,OUT019
FDE24,351.566494755,OUT019
FDK50,2622.25097741,OUT049
FDG31,1087.06399576,OUT045
FDC60,1437.15664049,OUT045
FDL36,1446.55522405,OUT013
FDP21,2949.7032583,OUT013
FDW16,1436.26314399,OUT045
FDX02,4180.69354161,OUT017
FDQ58,4115.13541595,OUT027
FDT51,1702.71419462,OUT046
FDD59,1226.21138058,OUT049
NCM42,1450.27258788,OUT018
FDA57,537.329410927,OUT018
FDZ48,1678.99226304,OUT035
FDE46,2473.18429095,OUT045
NCZ30,280.627358504,OUT019
FDB56,3306.66794779,OUT017
FDA25,2619.40156927,OUT027
FDD20,2190.28290476,OUT013
FDL25,1444.01716197,OUT013
NCO18,2825.53888612,OUT049
FDJ45,585.782713388,OUT017
FDR12,2702.28836402,OUT035
NCF19,104.187824192,OUT010
FDK25,2554.86153135,OUT046
NCR17,1940.23352567,OUT046
FDC52,2601.65984807,OUT046
NCA54,3281.65768656,OUT017
FDR45,580.422556259,OUT010
NCM19,1926.42285633,OUT049
FDF39,6149.77193526,OUT027
FDX23,1560.87273054,OUT049
FDD58,2616.36899479,OUT027
FDX28,1511.40786162,OUT013
NCD31,2625.36250004,OUT013
FDU57,2279.3786908,OUT018
FDI27,793.949335574,OUT046
NCM42,1673.72870229,OUT046
FDD32,2422.15057512,OUT027
FDI34,3521.49558474,OUT013
NCM29,2201.73378367,OUT049
FDG46,1769.71619274,OUT018
DRC01,104.187824192,OUT010
FDB15,6150.07952929,OUT027
NCA17,4100.56742374,OUT027
FDF10,2891.00196734,OUT046
FDR26,5158.77540648,OUT027
FDI02,1840.41333845,OUT049
NCM54,279.548166745,OUT010
FDF14,2580.50270955,OUT013
FDJ33,277.891666636,OUT010
FDM20,4246.8735389,OUT035
FDC03,5455.54305283,OUT027
NCX05,1928.96401539,OUT046
NCM41,2602.65407234,OUT027
NCU29,353.491450771,OUT010
FDQ59,1406.7835427,OUT017
FDH46,225.67718239,OUT010
FDH09,749.698678211,OUT013
NCD06,787.523074833,OUT045
FDC15,2611.06411303,OUT035
DRD37,1282.21370387,OUT027
FDT28,4100.27020267,OUT027
FDR28,4154.44801198,OUT027
FDT38,1305.60803834,OUT017
FDV34,1422.6952156,OUT027
FDY52,962.405415322,OUT035
FDB34,1324.37579046,OUT013
DRL23,1447.24934786,OUT018
DRB24,2597.63836834,OUT046
FDJ50,941.248332963,OUT046
FDQ49,2478.7220285,OUT035
FDP20,1993.67000502,OUT035
FDV19,4146.84799058,OUT027
NCR54,3107.63770898,OUT045
FDO09,581.388118168,OUT010
FDS57,1847.27271627,OUT018
FDN10,1930.64525382,OUT049
FDV23,2110.46049008,OUT049
FDY28,3515.65022875,OUT049
DRG51,2621.18495467,OUT013
FDD45,224.574359199,OUT019
NCL18,5448.15771336,OUT027
NCM29,2196.11228981,OUT013
FDF17,5457.83170224,OUT027
FDE22,2369.03829086,OUT017
FDQ22,585.78781489,OUT017
FDS01,2841.22674953,OUT013
FDW35,1267.94373085,OUT027
FDJ33,2108.51553926,OUT046
NCF54,2804.03618352,OUT035
FDE09,1662.59464582,OUT013
NCE06,2519.94207563,OUT045
DRH49,1226.73917252,OUT049
FDY43,2971.93873466,OUT045
NCT05,4039.7012883,OUT017
FDZ34,3304.15883864,OUT045
FDL38,1429.71473078,OUT017
FDZ31,2989.06351457,OUT017
FDR14,916.099254552,OUT035
NCN54,1402.27463962,OUT049
NCC42,3172.52745848,OUT027
FDK08,1787.08283418,OUT017
FDP59,1808.55024506,OUT013
FDV22,2634.79424536,OUT035
FDD33,3776.78994628,OUT035
DRE60,6150.07952929,OUT027
FDK52,3557.02480668,OUT046
FDA02,2601.58261879,OUT017
FDM56,1650.16619777,OUT049
FDE57,2238.68404329,OUT035
FDM32,1312.12065384,OUT045
NCQ30,3158.75328949,OUT027
FDQ27,2619.45758137,OUT027
FDT60,3166.13183443,OUT027
FDU43,4215.07109635,OUT049
NCO55,1811.20056892,OUT035
FDG02,2847.99574227,OUT045
FDJ28,2949.43522938,OUT013
FDP40,1704.9695647,OUT045
FDJ38,3303.51910786,OUT045
NCC54,3762.54348164,OUT017
NCZ41,2004.67727212,OUT046
FDK38,353.406402704,OUT019
FDU52,2326.91614267,OUT013
FDC40,1147.89599694,OUT046
NCR30,1110.02927402,OUT017
NCN18,1547.70595974,OUT017
FDB50,1405.75613622,OUT035
FDG04,2845.25925933,OUT013
FDR26,2806.29267707,OUT035
NCT17,2931.18064682,OUT018
FDX35,6149.90996653,OUT027
FDS12,2111.66784333,OUT046
NCZ29,3167.7158692,OUT027
FDB38,357.236318217,OUT010
FDP12,562.74571286,OUT013
FDP22,750.814871615,OUT046
FDS26,3487.95748161,OUT018
FDR52,2990.97492045,OUT046
DRJ13,2624.68656068,OUT046
FDU48,3170.09663311,OUT027
FDE29,946.012264615,OUT035
NCT29,1999.56370507,OUT049
DRK37,2931.61344164,OUT018
FDK55,1432.85741711,OUT046
FDR07,1561.52804585,OUT046
FDO21,5483.80665764,OUT027
FDK46,4360.73205545,OUT049
FDB12,1809.69057962,OUT045
FDT31,5281.62277688,OUT027
FDJ33,1876.68824929,OUT045
FDC26,3143.35224568,OUT027
NCQ02,2844.98535217,OUT045
FDP08,490.91983523,OUT010
FDB11,6150.07952929,OUT027
FDV55,2588.23765014,OUT013
FDW20,2195.49955409,OUT049
NCJ18,280.156166831,OUT019
FDC41,1127.67706749,OUT018
FDE14,2618.55510969,OUT027
FDG35,2638.23019578,OUT013
FDF45,916.150384627,OUT035
FDS19,2364.35749285,OUT027
FDS58,356.704670141,OUT019
FDA26,3739.33974353,OUT017
FDM32,1250.71583382,OUT049
FDL45,2188.07751361,OUT046
FDZ55,2619.658306,OUT049
FDY37,2260.43515643,OUT049
FDO46,2853.54476136,OUT046
FDQ60,2104.6712559,OUT046
FDA19,1817.20677222,OUT018
FDL15,2602.99822919,OUT046
FDM10,3343.42422278,OUT018
NCL05,659.071300874,OUT017
DRK49,104.187824192,OUT010
NCE18,6149.77193526,OUT027
FDG40,595.613422552,OUT049
DRI59,4189.87042,OUT045
FDK28,4351.33881097,OUT035
NCD06,104.187824192,OUT019
FDO11,580.999372268,OUT019
FDK27,2186.80598555,OUT046
FDT43,1289.72406202,OUT027
FDD38,1446.72426634,OUT018
FDA16,3886.72935819,OUT049
FDL14,4115.13541595,OUT027
NCM17,671.710833781,OUT049
FDD20,1894.44461368,OUT045
FDA40,1311.2098542,OUT045
FDL43,1389.21657843,OUT045
FDV15,1594.77361329,OUT045
FDE52,1420.52074822,OUT046
NCL17,351.115940571,OUT010
NCJ31,3772.83288639,OUT045
FDR60,1283.18221362,OUT045
NCA18,1918.43010127,OUT035
FDS21,1383.80720986,OUT027
FDW09,1281.43024517,OUT035
FDL26,2895.60347306,OUT035
FDS47,1255.37886381,OUT018
FDC39,3450.90026184,OUT046
FDT51,1702.07481977,OUT035
FDK40,4371.56388859,OUT035
NCG19,3763.20256958,OUT045
FDZ07,979.139653938,OUT046
FDF08,2565.38002711,OUT027
FDO04,865.541836792,OUT013
FDK41,1423.76504742,OUT018
FDP15,4317.54526852,OUT049
NCD43,1447.82132396,OUT018
NCP18,2589.34106311,OUT013
FDZ51,1336.45190639,OUT046
DRH13,1651.73596866,OUT035
FDF38,660.695041592,OUT045
NCI43,728.561119464,OUT045
FDM38,1344.79014045,OUT027
FDS03,1141.37016659,OUT013
DRJ47,2797.70329808,OUT017
FDT50,222.979394911,OUT010
FDV02,3140.17646753,OUT046
NCG18,1671.40930636,OUT017
FDW52,2638.13896024,OUT046
FDS40,586.861822426,OUT035
FDN31,2990.61166305,OUT017
FDA37,1877.02680777,OUT045
FDA15,4335.71629475,OUT046
FDL39,3286.09098071,OUT046
FDJ53,1875.69719307,OUT045
FDX22,3619.99949655,OUT013
NCZ42,3943.11145359,OUT045
FDD56,4221.78599649,OUT027
FDD40,2832.37644894,OUT017
FDS50,4135.16873548,OUT013
NCN14,3283.68984537,OUT013
FDT15,3297.90096379,OUT013
NCS18,2626.81878259,OUT027
NCO26,277.143947194,OUT010
FDF58,857.936649883,OUT018
NCB19,1447.88043019,OUT013
FDH26,2239.502756,OUT017
DRB24,4112.33342103,OUT027
FDA49,1428.92067194,OUT018
FDB32,1555.15959952,OUT045
FDI36,3118.90115688,OUT017
NCA17,352.512666486,OUT010
FDH22,2102.42035694,OUT013
NCM26,2298.05716925,OUT018
FDT15,5277.53047547,OUT027
FDB16,1252.04464503,OUT018
NCP54,3166.18784654,OUT027
FDJ36,1807.92300118,OUT013
FDO28,1872.52864876,OUT045
FDU09,864.641025911,OUT013
FDF29,2189.49720844,OUT017
FDY08,2232.12597798,OUT013
DRJ59,531.921423798,OUT018
FDT23,2367.81989878,OUT027
FDU15,531.815191116,OUT018
FDT47,1640.16678152,OUT013
FDI53,413.670573177,OUT019
FDR59,3496.73852911,OUT018
FDD53,657.632527794,OUT035
FDY51,3731.09949574,OUT017
FDT04,664.683019787,OUT049
FDU51,3146.99689788,OUT049
FDG14,2348.25007477,OUT035
NCU06,3751.11916011,OUT045
DRG25,3307.37312989,OUT046
DRH49,1298.81215021,OUT035
FDN15,2195.04473731,OUT035
FDL43,1137.43627133,OUT018
NCT18,3308.5454749,OUT049
NCB31,4039.55265702,OUT013
FDK57,2084.09442486,OUT035
FDY04,412.803150754,OUT019
NCP54,2187.42245732,OUT046
FDF41,3555.33716054,OUT013
FDM01,1809.42096721,OUT045
FDW03,1671.77967813,OUT045
FDF28,1882.63330687,OUT045
FDY37,2250.6051128,OUT017
FDQ03,3787.66859099,OUT017
FDP51,3152.42277224,OUT027
FDJ40,1836.05424347,OUT017
FDC32,1455.53989165,OUT049
DRI49,2435.82488378,OUT027
NCW54,915.945258627,OUT017
FDF09,585.830139576,OUT017
FDP45,3461.23215018,OUT018
DRJ23,2912.00198173,OUT018
FDS59,1836.67905312,OUT017
FDY08,2117.62541892,OUT046
FDX16,2884.9693808,OUT049
FDY16,3260.54800707,OUT018
FDK32,2898.93723588,OUT035
FDQ22,567.00317029,OUT013
NCC31,2288.29083209,OUT018
FDG58,2343.33181382,OUT049
DRF48,2953.22660408,OUT013
DRH36,1102.70600257,OUT049
NCR30,1123.77573455,OUT035
FDB03,581.606171035,OUT019
FDZ28,3167.7158692,OUT027
FDR35,3116.7399754,OUT017
DRD15,6150.07952929,OUT027
FDJ33,280.696412699,OUT019
FDA56,277.854409915,OUT010
FDP56,796.009551025,OUT046
NCT30,795.90620374,OUT046
FDK15,1585.98875427,OUT017
FDH44,2293.98996485,OUT018
FDV01,2459.10939646,OUT013
DRG03,2598.06318397,OUT017
FDG50,2569.41180179,OUT027
FDR16,580.820176774,OUT010
FDZ60,1649.74269553,OUT046
DRG03,2606.06970185,OUT045
FDS56,3495.80391941,OUT018
FDU33,784.772514234,OUT045
DRD27,1492.68630933,OUT035
FDW22,3886.48808152,OUT046
DRA24,2502.88356404,OUT045
FDF38,665.852240124,OUT049
FDX48,2594.53022605,OUT013
FDS58,2311.90758489,OUT018
FDC32,1457.39101172,OUT046
NCQ29,4037.35621535,OUT045
DRK39,1245.9556583,OUT018
NCS38,1915.22997605,OUT017
DRO47,1678.38607299,OUT013
DRG27,1268.09097425,OUT027
FDC57,5436.5500127,OUT027
FDS55,2336.60975051,OUT046
NCJ06,1812.63985042,OUT018
FDO01,281.618520934,OUT019
NCM55,2985.30728431,OUT045
FDC52,2599.86772446,OUT049
FDQ15,1286.07220638,OUT045
NCT30,1289.64771627,OUT027
NCR42,1263.81000933,OUT027
FDD28,915.958753474,OUT035
FDQ34,1593.34584773,OUT049
FDZ12,3180.26522557,OUT027
DRE13,215.371607479,OUT019
NCN07,281.933928848,OUT019
FDM28,3285.23090164,OUT035
FDI10,3146.62607837,OUT017
FDQ25,2694.08197349,OUT013
FDA38,580.580619163,OUT010
DRI13,3852.27196007,OUT049
FDY20,2570.50919239,OUT027
NCZ53,3302.79300167,OUT035
NCM31,2319.80184202,OUT013
DRB01,3307.96608477,OUT017
DRF37,4340.19183513,OUT046
NCF42,2813.35132742,OUT049
FDF16,2274.81053602,OUT018
FDB41,806.988347798,OUT013
FDR34,3671.07661042,OUT013
FDR15,2285.91996066,OUT018
NCV42,278.551989331,OUT019
FDW51,3714.43025752,OUT035
FDU36,1563.70931346,OUT017
FDX60,1232.80237394,OUT049
FDY03,1912.69797126,OUT035
FDW55,3973.82561809,OUT045
FDT01,580.914188968,OUT010
FDG58,2332.11882909,OUT013
FDK21,4335.5878747,OUT017
NCS41,476.566052403,OUT019
FDS10,3272.51028434,OUT045
NCT53,2366.18548102,OUT046
FDJ28,2926.13899893,OUT018
FDX44,1415.99608737,OUT045
FDT20,536.056881918,OUT018
FDO44,1528.92317111,OUT017
NCX17,3548.12831843,OUT049
FDY01,1919.00138642,OUT017
FDJ12,5483.80665764,OUT027
DRK35,531.955984512,OUT018
FDD47,414.658078654,OUT019
NCM53,1810.47010902,OUT035
FDO45,1324.78883753,OUT013
NCM42,272.794029616,OUT010
FDE04,3167.03734434,OUT046
NCI30,6149.90996653,OUT027
FDZ19,2803.03001226,OUT013
FDW57,2648.73613853,OUT013
FDA25,1807.89181221,OUT013
FDT22,950.769287817,OUT046
FDP51,2085.4901792,OUT013
FDD48,3148.30719744,OUT027
FDY39,3308.29248207,OUT035
FDO48,581.613295996,OUT010
FDD23,5278.90030786,OUT027
DRN35,1263.81000933,OUT027
FDT01,3729.14899722,OUT035
FDC20,155.45799426,OUT010
DRJ35,955.796344109,OUT035
FDB32,1458.02358213,OUT046
FDL24,3153.63793458,OUT046
NCV42,1893.58988254,OUT035
FDZ46,1652.06959525,OUT046
FDC15,2592.12854611,OUT013
FDD08,104.187824192,OUT019
FDY50,1254.56489875,OUT049
FDD36,2174.37076065,OUT013
FDG57,1289.37746231,OUT027
FDL21,537.425189652,OUT018
FDN16,2618.49909759,OUT027
FDJ09,1288.14400079,OUT027
FDS01,426.324686741,OUT010
FDV33,4062.04910787,OUT017
DRE12,1915.07120113,OUT017
FDR07,1563.67372948,OUT013
FDP48,478.094179456,OUT010
NCB55,916.479804716,OUT035
FDQ08,889.247601065,OUT013
FDR34,3709.90670333,OUT035
FDO33,1681.28805273,OUT046
FDP13,659.260567903,OUT045
FDX12,3934.13884192,OUT049
NCT06,2936.15604864,OUT049
FDR16,580.79969539,OUT019
FDE36,2370.38890652,OUT046
FDZ36,3315.32410521,OUT049
FDV13,1310.32020081,OUT045
NCZ17,587.164275006,OUT035
FDU56,3292.96078413,OUT045
FDM09,2806.80043595,OUT035
FDV02,3141.35074514,OUT017
FDS34,1766.17671059,OUT018
FDA11,1553.46108209,OUT049
FDP09,3648.96811943,OUT017
FDB29,3146.33535857,OUT027
FDT19,3146.34611402,OUT017
DRH15,667.043725324,OUT017
FDY38,3539.8249733,OUT046
FDF14,4105.16112275,OUT027
FDN48,221.873715086,OUT010
FDQ12,3670.350766,OUT013
NCJ43,2649.57555291,OUT045
FDE17,352.723428317,OUT019
FDB05,4306.89207859,OUT035
FDH10,2962.73931508,OUT045
NCR06,656.876009947,OUT017
FDU32,1825.16196691,OUT018
FDD56,2812.55337332,OUT049
FDO36,3248.4505898,OUT018
FDH16,220.870966036,OUT010
FDX10,531.688092647,OUT018
FDZ37,1417.10942898,OUT017
FDU31,581.04979176,OUT010
DRC49,2243.44469055,OUT049
FDL15,2604.10235317,OUT045
FDN32,485.396335988,OUT019
DRH59,1399.52350528,OUT027
NCU29,2593.31950501,OUT049
FDR37,478.343022379,OUT019
FDS14,2289.40309451,OUT018
FDU02,6150.07952929,OUT027
FDJ08,3306.23163092,OUT035
NCZ06,4019.54777751,OUT045
FDO31,1415.45516355,OUT049
FDH31,1443.64816789,OUT018
FDS58,2623.49730207,OUT017
NCA53,1289.51911316,OUT027
FDF50,3309.24305826,OUT046
NCW42,4144.30577627,OUT049
NCQ17,2502.33592139,OUT045
FDK51,3503.80434266,OUT018
NCW41,355.562396365,OUT010
NCR29,914.841138082,OUT017
FDB08,356.572918527,OUT019
FDA40,2513.77902138,OUT027
FDL14,2299.35069389,OUT018
FDB47,3484.13633427,OUT046
FDO03,4205.2353146,OUT035
DRK13,492.655272314,OUT019
FDX13,580.517253784,OUT010
FDF52,3309.60175149,OUT046
FDT11,2950.37627184,OUT013
FDB08,2606.53802323,OUT013
FDQ28,2298.26295227,OUT018
FDD29,4342.23128895,OUT045
NCQ29,6149.77193526,OUT027
NCO02,1141.04744894,OUT013
FDR56,491.556078476,OUT010
NCM54,2003.79480127,OUT049
FDP51,1919.85683437,OUT035
FDT38,1324.24389929,OUT013
FDZ20,3468.97914706,OUT018
FDJ53,1990.27022033,OUT013
FDX13,4318.02741604,OUT049
FDP58,3740.81588397,OUT035
NCK31,155.45799426,OUT019
FDA35,1812.46578867,OUT018
FDV37,2930.80002775,OUT018
NCO07,5483.80665764,OUT027
FDA20,3306.97961325,OUT045
FDZ59,2574.4875961,OUT035
NCY17,671.340525415,OUT017
FDQ28,2612.17116681,OUT035
FDV35,2466.54468394,OUT017
FDQ36,562.780273575,OUT013
FDD34,2313.7620989,OUT018
FDK51,4354.87362185,OUT045
FDV31,2647.42228027,OUT035
FDR04,1561.13698712,OUT035
FDR14,824.953009923,OUT049
DRC36,424.24478893,OUT010
FDE39,280.656829511,OUT019
FDP57,1514.99327818,OUT049
FDE57,2249.2894941,OUT046
NCN18,1547.73780303,OUT046
NCQ05,2285.99816593,OUT018
FDW47,1987.0955416,OUT035
FDV46,2194.5902571,OUT035
NCP29,1086.21931637,OUT045
FDE09,1472.27405034,OUT018
NCU06,6149.90996653,OUT027
FDT19,423.197089871,OUT010
DRF15,2464.56068392,OUT017
DRI51,2963.94332058,OUT013
NCX54,1808.79925917,OUT013
DRE01,3560.85714534,OUT013
NCB07,3093.6279925,OUT045
FDU50,1915.36220681,OUT035
FDG40,586.861822426,OUT035
FDW10,2608.75556839,OUT018
FDX51,2946.26106844,OUT013
NCP17,1087.6650203,OUT045
FDP21,3303.60037569,OUT035
FDL04,1594.78422136,OUT045
FDV23,2101.87579562,OUT013
FDF24,1299.22019903,OUT046
FDH56,3146.33535857,OUT027
FDB51,855.177045781,OUT049
FDI58,2612.13439939,OUT027
FDR20,807.041269636,OUT013
FDC51,1826.64652101,OUT018
FDB16,2514.42763954,OUT027
FDE40,851.339690692,OUT049
NCM17,662.097485122,OUT035
FDU56,3300.8632929,OUT035
FDS32,282.89729361,OUT019
FDX02,4157.50570544,OUT049
FDT39,4110.63155519,OUT027
FDE35,915.983058051,OUT017
NCI42,579.571280689,OUT019
DRL23,1594.74960883,OUT046
FDA10,2110.86384454,OUT046
FDA11,1556.16660653,OUT013
NCM06,2341.93071428,OUT046
NCT05,4055.86169403,OUT035
NCQ02,484.674202264,OUT010
NCY06,2008.13592704,OUT049
FDY56,3687.66756685,OUT035
FDL02,1809.44436601,OUT035
NCI06,2824.13540816,OUT035
FDQ14,2340.12239541,OUT045
FDQ12,3697.60831898,OUT017
FDP36,736.758343352,OUT046
FDK21,6150.07952929,OUT027
FDO40,2604.45346196,OUT045
NCK54,279.718543298,OUT019
FDY09,3131.81966229,OUT018
NCW30,4059.21435753,OUT049
NCC55,1263.81000933,OUT027
FDE58,1787.91848593,OUT018
FDR39,3285.91651357,OUT013
FDU28,2981.07340877,OUT049
FDH08,3699.07931505,OUT017
FDG35,2639.61727273,OUT045
FDG22,595.613422552,OUT049
FDC34,2625.69495419,OUT035
FDP15,3467.06007696,OUT018
FDK34,580.87565104,OUT010
FDU45,1923.25426634,OUT035
FDQ04,1266.7670455,OUT027
FDX22,3344.90768635,OUT018
FDB45,1594.49324777,OUT017
NCH43,5483.80665764,OUT027
DRE60,3522.31459751,OUT046
FDD17,6150.07952929,OUT027
NCM54,1995.90241662,OUT017
NCH55,2183.72359466,OUT013
NCT06,2917.66866545,OUT017
FDA48,5483.83818913,OUT027
FDY58,6150.07952929,OUT027
FDO25,3709.5310627,OUT045
FDN50,1627.85711839,OUT045
FDH35,2497.46473094,OUT035
FDK09,3745.18760151,OUT045
FDO16,1430.33457895,OUT013
FDW11,1088.99641141,OUT045
FDU47,3172.47144638,OUT027
NCQ42,279.574637709,OUT010
FDK55,2568.8715759,OUT027
FDN08,1926.82401261,OUT049
FDT57,3938.17790926,OUT045
FDJ12,3335.84106921,OUT018
DRL59,736.348730354,OUT017
NCN53,598.204126084,OUT046
FDO51,104.187824192,OUT010
FDK56,3305.56738498,OUT017
FDY12,899.841172185,OUT035
FDU15,586.861822426,OUT035
FDQ19,3953.39765461,OUT046
DRF15,2472.69331916,OUT045
DRE25,224.278352999,OUT019
FDK57,1796.12669435,OUT018
FDD33,580.485054751,OUT010
FDR34,6149.90996653,OUT027
FDU04,1892.19787113,OUT045
FDE35,155.633444426,OUT019
NCD31,2644.7424279,OUT035
FDJ56,1586.24038178,OUT035
NCU53,2366.44517094,OUT046
FDD39,3712.7813656,OUT035
NCU17,228.869844155,OUT019
FDJ20,2109.46286953,OUT046
NCW41,2314.79762315,OUT018
FDL52,655.487818348,OUT035
FDS39,2247.69554683,OUT035
DRJ47,2795.62460499,OUT045
FDP13,104.187824192,OUT010
DRK39,209.962783357,OUT010
FDF28,278.972738835,OUT010
FDB09,1879.792203,OUT045
FDM51,1648.78228926,OUT046
DRM49,775.422679626,OUT018
DRF23,2639.21205667,OUT013
DRH01,2806.86101965,OUT035
FDH12,2625.4832298,OUT027
FDA28,281.120300546,OUT019
FDW37,1255.42245098,OUT018
FDF02,1594.94979994,OUT046
DRL37,672.760516917,OUT046
NCF43,2245.95459924,OUT046
FDH08,580.580619163,OUT010
FDR34,581.404813601,OUT019
NCK19,3307.84028295,OUT049
NCD55,539.915450607,OUT018
FDT27,3546.82883989,OUT049
FDQ57,2595.4102937,OUT045
FDA47,2527.98564422,OUT035
DRG15,1384.09762479,OUT027
FDE05,2282.81489223,OUT018
FDN46,1804.72428549,OUT046
FDX27,2604.56167947,OUT027
FDT51,1701.01204065,OUT045
FDU33,576.99846463,OUT013
FDJ16,1356.58976727,OUT027
FDD20,280.704168289,OUT019
FDT36,595.647983267,OUT049
DRF15,4106.32183846,OUT027
FDN52,215.44902948,OUT010
FDC22,5436.5500127,OUT027
FDX15,2914.12543682,OUT045
FDT13,2950.83838986,OUT013
FDU04,2182.76605793,OUT017
FDU31,580.884525655,OUT019
FDW59,2511.20363629,OUT027
NCO29,2376.44555435,OUT046
FDL15,2606.5621311,OUT035
FDI41,2467.72944344,OUT049
FDQ48,1645.05946296,OUT049
DRI39,865.963577994,OUT013
FDI08,4032.25955941,OUT013
FDC21,1831.28116821,OUT049
FDF58,959.249469177,OUT035
FDS08,426.134037408,OUT010
FDE47,1883.32668298,OUT045
NCP18,353.125676473,OUT019
NCR41,1639.70378634,OUT013
FDA27,4036.30644127,OUT013
FDA43,3303.15511791,OUT035
FDA49,1429.29444896,OUT045
NCE55,3129.19985703,OUT018
DRM49,1288.41903337,OUT027
FDF22,5483.9762204,OUT027
FDQ15,1231.25180383,OUT018
NCS54,2817.2186888,OUT017
NCY05,563.013604725,OUT013
FDR45,3955.64171625,OUT046
FDK57,2107.57844172,OUT049
FDF41,580.650659034,OUT010
FDV21,2111.97548072,OUT046
FDD51,792.653136622,OUT046
FDF33,1652.50864994,OUT046
FDA38,3714.4007709,OUT046
FDR56,3114.06513255,OUT045
NCN41,1991.67182036,OUT017
FDC60,2548.16530316,OUT027
FDB47,3690.74594685,OUT045
DRH01,2798.65985687,OUT013
FDW08,1516.99647277,OUT046
FDF38,1266.25542278,OUT027
FDY32,2511.99123984,OUT017
FDG34,1519.66142823,OUT049
FDG47,580.592698162,OUT019
NCF18,2968.71382559,OUT035
FDL39,433.5139109,OUT019
NCH55,2178.35022752,OUT035
DRJ35,851.653792317,OUT049
FDS44,3787.90386371,OUT035
DRE01,3407.7682722,OUT018
FDY39,3303.00776965,OUT013
FDY32,2300.4434646,OUT018
FDR33,3145.92194052,OUT027
NCP50,1230.87586794,OUT049
FDZ47,1422.25954874,OUT018
FDU57,2490.56117024,OUT049
FDY44,2950.23197527,OUT013
DRH59,1112.9218822,OUT018
FDB03,6149.90996653,OUT027
FDY46,2969.25686557,OUT045
FDM39,2810.54331153,OUT045
FDY36,1116.86285356,OUT035
NCM55,3303.01200636,OUT035
FDJ50,155.45799426,OUT010
DRL60,2579.1266941,OUT013
NCJ54,4190.43442017,OUT049
FDX59,585.748152674,OUT017
FDI07,2962.86300278,OUT013
DRF51,104.187824192,OUT010
FDM14,1652.3363656,OUT017
FDP21,3298.37418364,OUT045
FDE40,1088.23144147,OUT035
FDE05,2349.15272402,OUT035
FDM13,3170.89200543,OUT027
FDC34,4129.11154633,OUT027
NCI55,1827.64225193,OUT018
NCE43,2367.44815789,OUT018
FDW58,1448.02160281,OUT018
FDG60,4205.7911293,OUT045
FDV31,2643.46785287,OUT017
FDR47,2937.47147836,OUT013
FDM60,104.187824192,OUT019
NCF06,3493.48234341,OUT018
NCN26,3148.8434329,OUT027
FDQ59,1248.71915809,OUT049
FDF09,597.936234219,OUT046
NCS06,4058.85183413,OUT017
FDT44,1931.06349083,OUT046
FDI19,4236.73315545,OUT017
FDT22,938.58469158,OUT017
NCF54,4160.23432693,OUT027
DRG25,3301.25186838,OUT045
FDB59,2827.06596467,OUT017
FDQ37,3097.01224331,OUT017
FDP56,786.767397983,OUT035
FDW44,2815.28390624,OUT035
FDJ26,581.478378535,OUT010
FDU43,3417.45270907,OUT018
FDW33,1595.22503391,OUT045
NCX53,3212.42295764,OUT027
FDN56,353.405489126,OUT010
DRF15,2465.97330496,OUT049
FDO33,1916.31179809,OUT017
FDZ39,226.108979246,OUT010
NCJ19,916.185411762,OUT017
